Occupation,Monthly Income,Credit Score,Years of Experience,Finance Status,Finance History,Car,Number of Children,Age,Gender,Education Level,Job Title,Salary
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Marketing Coordinator,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Male,Bachelor's,Marketing Analyst,50000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Customer Service Rep,55000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,30,Male,Bachelor's,IT Support,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Technical Writer,50000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Female,Bachelor's,Copywriter,45000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,27,Female,Master's,UX Researcher,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Technical Support Specialist,65000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Designer,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Junior Account Manager,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Customer Success Manager,45000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,26,Male,Bachelor's,Junior Accountant,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Analyst,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Software Engineer,35000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Sales Representative,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Junior Product Manager,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Analyst,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Development Associate,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Financial Analyst,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Development Associate,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,30,Male,Bachelor's,Junior Business Analyst,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Marketing Specialist,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Operations Coordinator,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior HR Coordinator,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Marketing Analyst,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Sales Representative,"$4,500 ",660,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,26,Female,Bachelor's,Marketing Coordinator,40000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,24,Male,Bachelor's,Junior Developer,45000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,26,Female,Bachelor's,Customer Success Rep,40000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,26,Male,Bachelor's,Junior Accountant,40000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,26,Male,Bachelor's,Junior Software Developer,35000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,27,Male,Bachelor's,Junior Sales Representative,35000
Musician,"$3,000 ",620,1,Unstable,Late payments,No,0,28,Female,Bachelor's,Junior Operations Manager,35000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,35,Male,Bachelor's,Financial Analyst,35000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,33,Male,Master's,Product Designer,65000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Web Developer,90000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,32,Male,Master's,Senior Software Engineer,65000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,31,Female,Bachelor's,Marketing Coordinator,100000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,32,Male,Master's,Senior Business Analyst,55000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,31,Male,Master's,Senior Financial Analyst,90000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,33,Female,Master's,Senior Financial Analyst,95000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,34,Female,Master's,Senior Financial Advisor,95000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,34,Female,Bachelor's,Junior Marketing Analyst,100000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,34,Female,Master's,Senior Financial Advisor,70000
Marketing Manager,"$7,500 ",780,6,Stable,No significant issues,Yes,1,34,Female,Master's,Senior Financial Advisor,100000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,36,Female,Bachelor's,Sales Associate,80000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,33,Female,Master's,Marketing Manager,60000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,35,Female,Bachelor's,HR Generalist,90000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,33,Male,Master's,Business Intelligence Analyst,60000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,35,Male,Master's,Product Manager,85000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Business Analyst,105000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,36,Male,Bachelor's,IT Support Specialist,75000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,36,Male,Bachelor's,Junior Data Analyst,60000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,33,Male,Master's,Senior Operations Manager,60000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,35,Male,Bachelor's,Senior Marketing Coordinator,115000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,35,Male,Bachelor's,Senior Operations Analyst,80000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,34,Male,Bachelor's,Senior Product Manager,85000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,36,Male,Bachelor's,Senior Accountant,95000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Senior Product Development Manager,90000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,35,Male,Bachelor's,Senior Business Development Manager,100000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,34,Male,Bachelor's,Senior Operations Coordinator,90000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,34,Male,Bachelor's,Senior Operations Coordinator,90000
Software Engineer,9k,820,7,Stable,No significant issues,Yes,0,34,Male,Bachelor's,Senior Operations Coordinator,90000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Male,Bachelor's,Marketing Analyst,90000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Customer Service Rep,55000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,30,Male,Bachelor's,IT Support,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Technical Writer,50000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Female,Bachelor's,Copywriter,45000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,27,Female,Master's,UX Researcher,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Technical Support Specialist,65000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Designer,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Junior Account Manager,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Customer Success Manager,45000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,26,Male,Bachelor's,Junior Accountant,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Software Engineer,35000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Sales Representative,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Junior Product Manager,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Financial Analyst,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,30,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Marketing Specialist,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Operations Coordinator,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior HR Coordinator,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Marketing Analyst,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Chef,"$3,500 ",650,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Dental Hygienist,"$5,000 ",,,,,,,,,,,40000
Dental Hygienist,"$5,000 ",,,,,,,,,,,
,,,,,,,,,,,,
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,26,Female,Bachelor's,Marketing Coordinator,
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,24,Male,Bachelor's,Junior Developer,45000
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,26,Female,Bachelor's,Customer Success Rep,40000
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,26,Male,Bachelor's,Junior Accountant,40000
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,26,Male,Bachelor's,Junior Software Developer,35000
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,27,Male,Bachelor's,Junior Sales Representative,35000
Personal Trainer,"$3,000 ",630,1,Unstable,Late payments,No,0,28,Female,Bachelor's,Junior Operations Manager,35000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Male,PhD,Senior Scientist,35000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,39,Female,Bachelor's,Marketing Specialist,110000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Master's,Digital Marketing Manager,65000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,37,Male,Bachelor's,Project Manager,90000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,34,Female,Master's,Financial Advisor,95000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Master's,Public Relations Manager,95000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,35,Male,Master's,Senior Product Manager,90000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,39,Female,Bachelor's,Administrative Assistant,120000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Accountant,55000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Human Resources Coordinator,80000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,39,Female,Bachelor's,Senior Operations Manager,80000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,39,Male,Bachelor's,Senior Marketing Specialist,120000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Product Manager,120000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,37,Female,Bachelor's,Senior Financial Manager,120000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Business Analyst,120000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,37,Male,Bachelor's,Senior Business Development Manager,110000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Business Analyst,120000
Pharmacist,"$10,000 ",840,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Business Analyst,110000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,28,Female,Master's,Data Analyst,110000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Male,Master's,Software Developer,65000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,28,Female,Bachelor's,Social Media Specialist,75000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Male,Master's,Data Scientist,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Male,Bachelor's,Network Engineer,75000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Female,Bachelor's,Graphic Designer,60000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Male,Bachelor's,Marketing Analyst,50000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Female,Bachelor's,Content Marketing Manager,50000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Female,Bachelor's,Sales Associate,55000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Female,Bachelor's,Digital Content Producer,40000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Female,Bachelor's,Junior HR Generalist,50000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Male,Bachelor's,Junior Web Designer,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,29,Female,Bachelor's,Junior Recruiter,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Female,Bachelor's,Junior Copywriter,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Female,Bachelor's,Junior Social Media Manager,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Male,Bachelor's,Junior Advertising Coordinator,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,31,Female,Bachelor's,Junior Social Media Specialist,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,30,Male,Bachelor's,Junior Marketing Specialist,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,32,Male,Bachelor's,Junior Sales Representative,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,31,Male,Bachelor's,Junior Financial Analyst,45000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,31,Female,Bachelor's,Junior Marketing Coordinator,50000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,31,Male,Bachelor's,Junior Operations Analyst,50000
Teacher,"$4,000 ",670,3,Stable,No significant issues,No,1,31,Male,Bachelor's,Junior Project Manager,50000
